X,power,M,m,A_time,B_time,C_time,D_time,total_time,constraint_groups_count
65536,16,2,16,55.951174182399996,0.6563061095540116,117.71495302649524,-4.860008999999999,169.46242431844925,1
131072,17,1,32,246.0690261376,0.6342839617452543,131.31087705055998,-5.5551639999999995,372.45902314990525,1
