total_pixels,optimal_X,optimal_power,optimal_M,optimal_m,optimal_total_time,A_time,B_time,C_time,D_time
32,65536,16,2,16,169.46242431844925,55.951174182399996,0.6563061095540116,117.71495302649524,-4.860008999999999
